YearOfDeclaration,QuarterOfDeclaration,MonthOfDeclaration,DayOfDeclaration,ConsignorCountry,EntryBIPcountryISOcode,BorderInspectionPost,ConsigneeCountry,ImporterCountry,CountryOfOrigin,CountryFromWhereConsigned,DeliveryISO,DeliveryType,ForRe_import,ForInternalMarket,GrossWeight_Kg,TotalNetWeight_Kg,TransshipmentExitBIPcountryISOcode,ExitBIPcountryTransit,DocumentaryCheck,IdentityCheck,PhysicalCheck,LaboratoryTests1,TestedFor,Results1,AcceptableForTranshipment,TranshipmentBIP,TranshipmentEUBIP,TranshipmentUnitNumber,TransitTo3rdCountry,TransitExitBIP,TracesUnitNumber,AcceptableForInternalMarket,AcceptableForSpecificWarehouseProcedure_Article12.4and13,NotAcceptable,RefusalReasons,DateOfSignature,YearOfDecision,QuarterOfDecision,MonthOfDecision,DayOfDecision,Commodity,Commodity_List,Species,Species_List,LaboratoryTests2
2017,Q3,9,11,TH,GB,Liverpool,GB,GB,TH,Thailand,GB,CVEDP,No,Human Consumption,2022,1839.6,/,/,Satisfactory,Satisfactory,Satisfactory,Yes,Random,Satisfactory,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-10-10,2017,Q4,10,10,21039090,21039090,Stolephorus Spp,Stolephorus Spp,Arsenic As
2017,Q3,9,11,TH,GB,Liverpool,GB,GB,TH,Thailand,GB,CVEDP,No,Human Consumption,2022,1839.6,/,/,Satisfactory,Satisfactory,Satisfactory,Yes,Random,Satisfactory,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-10-10,2017,Q4,10,10,21039090,21039090,Stolephorus Spp,Stolephorus Spp,Cadmium Cd
2017,Q3,9,11,TH,GB,Liverpool,GB,GB,TH,Thailand,GB,CVEDP,No,Human Consumption,2022,1839.6,/,/,Satisfactory,Satisfactory,Satisfactory,Yes,Random,Satisfactory,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-10-10,2017,Q4,10,10,21039090,21039090,Stolephorus Spp,Stolephorus Spp,Histamine
2017,Q3,9,11,TH,GB,Liverpool,GB,GB,TH,Thailand,GB,CVEDP,No,Human Consumption,2022,1839.6,/,/,Satisfactory,Satisfactory,Satisfactory,Yes,Random,Satisfactory,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-10-10,2017,Q4,10,10,21039090,21039090,Stolephorus Spp,Stolephorus Spp,Lead Pb
2017,Q3,9,11,TH,GB,Liverpool,GB,GB,TH,Thailand,GB,CVEDP,No,Human Consumption,2022,1839.6,/,/,Satisfactory,Satisfactory,Satisfactory,Yes,Random,Satisfactory,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-10-10,2017,Q4,10,10,21039090,21039090,Stolephorus Spp,Stolephorus Spp,Mercury Hg
2017,Q3,9,11,CN,GB,"Felixstowe, P",GB,GB,CN,China,GB,CVEDP,No,Human Consumption,21630,20300,/,/,Satisfactory,Satisfactory,Satisfactory,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-10-10,2017,Q4,10,10,4090000,4090000,Apis Melifera,Apis Melifera,-
2017,Q3,9,11,CN,GB,"Felixstowe, P",GB,GB,CN,China,GB,CVEDP,No,Human Consumption,26076,18907.2,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-10-01,2017,Q4,10,1,3032300,3032300,Oreochromis Spp,Oreochromis Spp,-
2017,Q3,9,11,TH,GB,"Felixstowe, P",AT,AT,TH,Thailand,GB,CVEDP,No,Human Consumption,19722.31,16812.5,/,/,Satisfactory,Satisfactory,Satisfactory,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-10-01,2017,Q4,10,1,160232,160232,Aves,Aves,-
2017,Q3,9,11,AU,GB,London Gateway,GB,GB,AU,Australia,GB,CVEDP,No,Human Consumption,21772.5,20509,/,/,Satisfactory,Satisfactory,Satisfactory,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-10-03,2017,Q4,10,3,4090000,4090000,Apis Melifera,Apis Melifera,-
2017,Q3,9,11,CN,GB,"Felixstowe, P",GB,GB,CN,China,GB,CVEDP,No,Human Consumption,21840,20300,/,/,Satisfactory,Satisfactory,Satisfactory,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-10-02,2017,Q4,10,2,4090000,4090000,Apis Melifera,Apis Melifera,-
2017,Q3,9,11,CN,GB,"Felixstowe, P",GB,GB,CN,China,GB,CVEDP,No,Human Consumption,21840,20300,/,/,Satisfactory,Satisfactory,Satisfactory,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-10-02,2017,Q4,10,2,4090000,4090000,Apis Melifera,Apis Melifera,-
2017,Q3,9,11,CN,GB,"Felixstowe, P",GB,GB,CN,China,GB,CVEDP,No,Human Consumption,21840,20300,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-10-02,2017,Q4,10,2,4090000,4090000,Apis Melifera,Apis Melifera,-
2017,Q3,9,11,CN,GB,"Felixstowe, P",GB,GB,CN,China,GB,CVEDP,No,Human Consumption,21840,20300,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-10-02,2017,Q4,10,2,4090000,4090000,Apis Melifera,Apis Melifera,-
2017,Q3,9,11,CN,GB,"Felixstowe, P",GB,GB,CN,China,GB,CVEDP,No,Human Consumption,21840,20300,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-10-02,2017,Q4,10,2,4090000,4090000,Apis Melifera,Apis Melifera,-
2017,Q3,9,11,CN,GB,"Felixstowe, P",GB,GB,CN,China,GB,CVEDP,No,Human Consumption,21840,20300,/,/,Satisfactory,Satisfactory,Satisfactory,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-10-02,2017,Q4,10,2,4090000,4090000,Apis Melifera,Apis Melifera,-
2017,Q3,9,11,CN,GB,"Felixstowe, P",GB,GB,CN,China,GB,CVEDP,No,Human Consumption,21840,20300,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-10-02,2017,Q4,10,2,4090000,4090000,Apis Melifera,Apis Melifera,-
2017,Q3,9,11,CN,GB,"Felixstowe, P",GB,GB,CN,China,GB,CVEDP,No,Human Consumption,21840,20300,/,/,Satisfactory,Satisfactory,Satisfactory,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-10-09,2017,Q4,10,9,4090000,4090000,Apis Melifera,Apis Melifera,-
2017,Q3,9,11,CN,GB,"Felixstowe, P",GB,GB,CN,China,GB,CVEDP,No,Human Consumption,21840,20300,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-10-10,2017,Q4,10,10,4090000,4090000,Apis Melifera,Apis Melifera,-
2017,Q3,9,11,CN,GB,"Felixstowe, P",GB,GB,CN,China,GB,CVEDP,No,Human Consumption,21840,20300,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-10-09,2017,Q4,10,9,4090000,4090000,Apis Melifera,Apis Melifera,-
2017,Q3,9,11,CN,GB,"Felixstowe, P",GB,GB,CN,China,GB,CVEDP,No,Human Consumption,21840,20300,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-10-10,2017,Q4,10,10,4090000,4090000,Apis Melifera,Apis Melifera,-
2017,Q3,9,11,CN,GB,"Felixstowe, P",GB,GB,CN,China,GB,CVEDP,No,Human Consumption,21840,20300,/,/,Satisfactory,Satisfactory,Satisfactory,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-10-10,2017,Q4,10,10,4090000,4090000,Apis Melifera,Apis Melifera,-
2017,Q3,9,11,US,GB,Stansted,GB,GB,US,United States,GB,CVEDP,No,Human Consumption,1.5,1,/,/,Not satisfactory,Not satisfactory,Not Done,No,-,-,Not Acceptable,/,/,/,-,/,/,-,-,2. Destruction,1. Absence/Invalid Certificate,2017-10-03,2017,Q4,10,3,21069098,21069098,Bos Taurus,Bos Taurus,-
2017,Q3,9,11,CN,GB,"Southampton, P",GB,GB,CN,China,GB,CVEDP,No,Human Consumption,25000,13200,/,/,Satisfactory,Satisfactory,Satisfactory,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-10-02,2017,Q4,10,2,3074399,3074399,Todarodes Spp,Todarodes Spp,-
2017,Q3,9,11,CN,GB,"Felixstowe, P",GB,GB,CN,China,GB,CVEDP,No,Human Consumption,26900,16800,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-10-01,2017,Q4,10,1,3074392,3074392,Illex Argentinus,Illex Argentinus,-
2017,Q3,9,12,TH,GB,Liverpool,GB,GB,TH,Thailand,GB,CVEDP,No,Animal Feedingstuff,20777.36,15160.61,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,Acceptable,/,/,/,-,/,/,Animal Feedingstuff,-,-,-,2017-10-09,2017,Q4,10,9,230910,230910|230910,Aves,Aves|Pesca,-
2017,Q3,9,12,TH,GB,Liverpool,GB,GB,TH,Thailand,GB,CVEDP,No,Animal Feedingstuff,20777.36,15160.61,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,Acceptable,/,/,/,-,/,/,Animal Feedingstuff,-,-,-,2017-10-09,2017,Q4,10,9,230910,230910|230910,Pesca,Aves|Pesca,-
2017,Q3,9,12,TH,GB,Liverpool,GB,GB,TH,Thailand,GB,CVEDP,No,Animal Feedingstuff,1709.1,1263.6,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,Acceptable,/,/,/,-,/,/,Animal Feedingstuff,-,-,-,2017-10-10,2017,Q4,10,10,230910,230910,Aves,Aves,-
2017,Q3,9,12,TH,GB,Liverpool,GB,GB,TH,Thailand,GB,CVEDP,No,Animal Feedingstuff,10425.84,6876,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,Acceptable,/,/,/,-,/,/,Animal Feedingstuff,-,-,-,2017-10-10,2017,Q4,10,10,230910,230910|230910,Aves,Aves|Pesca,-
2017,Q3,9,12,TH,GB,Liverpool,GB,GB,TH,Thailand,GB,CVEDP,No,Animal Feedingstuff,10425.84,6876,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,Acceptable,/,/,/,-,/,/,Animal Feedingstuff,-,-,-,2017-10-10,2017,Q4,10,10,230910,230910|230910,Pesca,Aves|Pesca,-
2017,Q3,9,12,TH,GB,Liverpool,GB,GB,TH,Thailand,GB,CVEDP,No,Animal Feedingstuff,18151.2,13478.4,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,Acceptable,/,/,/,-,/,/,Animal Feedingstuff,-,-,-,2017-10-10,2017,Q4,10,10,230910,230910,Aves,Aves,-
2017,Q3,9,12,TH,GB,Liverpool,GB,GB,TH,Thailand,GB,CVEDP,No,Animal Feedingstuff,599.76,440.64,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,Acceptable,/,/,/,-,/,/,Animal Feedingstuff,-,-,-,2017-10-09,2017,Q4,10,9,230910,230910,Pesca,Pesca,-
2017,Q3,9,12,TH,GB,Liverpool,GB,GB,TH,Thailand,GB,CVEDP,No,Animal Feedingstuff,16375,10752,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,Acceptable,/,/,/,-,/,/,Animal Feedingstuff,-,-,-,2017-10-09,2017,Q4,10,9,230910,230910|230910,Aves,Aves|Pesca,-
2017,Q3,9,12,TH,GB,Liverpool,GB,GB,TH,Thailand,GB,CVEDP,No,Animal Feedingstuff,16375,10752,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,Acceptable,/,/,/,-,/,/,Animal Feedingstuff,-,-,-,2017-10-09,2017,Q4,10,9,230910,230910|230910,Pesca,Aves|Pesca,-
2017,Q3,9,12,TH,GB,Liverpool,GB,GB,TH,Thailand,GB,CVEDP,No,Animal Feedingstuff,883.96,541.2,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,Acceptable,/,/,/,-,/,/,Animal Feedingstuff,-,-,-,2017-10-10,2017,Q4,10,10,230910,230910,Pesca,Pesca,-
2017,Q3,9,12,TH,GB,Liverpool,GB,GB,TH,Thailand,GB,CVEDP,No,Animal Feedingstuff,5625,4212,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,Acceptable,/,/,/,-,/,/,Animal Feedingstuff,-,-,-,2017-10-10,2017,Q4,10,10,230910,230910,Aves,Aves,-
2017,Q3,9,12,TH,GB,Liverpool,GB,GB,TH,Thailand,GB,CVEDP,No,Animal Feedingstuff,9005.54,7125.6,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,Acceptable,/,/,/,-,/,/,Animal Feedingstuff,-,-,-,2017-10-10,2017,Q4,10,10,230910,230910|230910,Aves,Aves|Pesca,-
2017,Q3,9,12,TH,GB,Liverpool,GB,GB,TH,Thailand,GB,CVEDP,No,Animal Feedingstuff,9005.54,7125.6,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,Acceptable,/,/,/,-,/,/,Animal Feedingstuff,-,-,-,2017-10-10,2017,Q4,10,10,230910,230910|230910,Pesca,Aves|Pesca,-
2017,Q3,9,12,IN,GB,"Felixstowe, P",GB,GB,IN,India,GB,CVEDP,No,Human Consumption,23150,13500,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-10-03,2017,Q4,10,3,3061792,3061792,Penaeus Vannamei,Penaeus Vannamei,-
2017,Q3,9,12,TH,GB,"Felixstowe, P",AT,AT,TH,Thailand,GB,CVEDP,No,Human Consumption,21159,20000,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-10-02,2017,Q4,10,2,160232,160232,Aves,Aves,-
2017,Q3,9,12,CN,GB,"Southampton, P",GB,GB,CN,China,GB,CVEDP,No,Human Consumption,17500,14400,/,/,Satisfactory,Satisfactory,Satisfactory,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-10-03,2017,Q4,10,3,3048100,3048100,Onchorhynchus Gorbusha,Onchorhynchus Gorbusha,-
2017,Q3,9,12,VN,GB,"Southampton, P",GB,GB,VN,Viet Nam,GB,CVEDP,No,Human Consumption,16156.8,14688,/,/,Satisfactory,Satisfactory,Satisfactory,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-10-03,2017,Q4,10,3,3061792,03061792|16052190,Penaeus (Litopenaeus) Vannamei,Penaeus (Litopenaeus) Vannamei|Penaeus Vannamei,-
2017,Q3,9,12,VN,GB,"Southampton, P",GB,GB,VN,Viet Nam,GB,CVEDP,No,Human Consumption,16156.8,14688,/,/,Satisfactory,Satisfactory,Satisfactory,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-10-03,2017,Q4,10,3,16052190,03061792|16052190,Penaeus Vannamei,Penaeus (Litopenaeus) Vannamei|Penaeus Vannamei,-
2017,Q3,9,12,AU,GB,London Gateway,GB,GB,AU,Australia,GB,CVEDP,No,Human Consumption,17545.2,17299.2,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-10-03,2017,Q4,10,3,2044310,02044310|02044310,Ovis Aries,Ovis Aries|Ovis Aries,-
2017,Q3,9,12,BR,GB,London Gateway,NL,NL,BR,Brazil,GB,CVEDP,No,Human Consumption,27187.78,25800,/,/,Satisfactory,Satisfactory,Satisfactory,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-10-02,2017,Q4,10,2,2109939,2109939,Aves,Aves,-
2017,Q3,9,12,NZ,GB,"Felixstowe, P",GB,GB,NZ,New Zealand,GB,CVEDP,No,Human Consumption,15474,13527,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-10-10,2017,Q4,10,10,4090000,4090000,Apis Melifera,Apis Melifera,-
2017,Q3,9,12,MU,GB,Liverpool,GB,GB,MU,Mauritius,GB,CVEDP,No,Human Consumption,42193,35053,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-10-16,2017,Q4,10,16,16041421,16041421|16042070,Katsuwonus (Euthynnus) Pelamis,Katsuwonus (Euthynnus) Pelamis|Katsuwonus (Euthynnus) Pelamis,-
2017,Q3,9,12,MU,GB,Liverpool,GB,GB,MU,Mauritius,GB,CVEDP,No,Human Consumption,42193,35053,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-10-16,2017,Q4,10,16,16042070,16041421|16042070,Katsuwonus (Euthynnus) Pelamis,Katsuwonus (Euthynnus) Pelamis|Katsuwonus (Euthynnus) Pelamis,-
2017,Q3,9,12,BR,GB,London Gateway,NL,NL,BR,Brazil,GB,CVEDP,No,Human Consumption,25158.94,23865,/,/,Satisfactory,Satisfactory,Satisfactory,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-10-02,2017,Q4,10,2,2109939,2109939,Aves,Aves,-
2017,Q3,9,12,TH,GB,"Southampton, P",GB,GB,TH,Thailand,GB,CVEDP,No,Human Consumption,704,640,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-10-04,2017,Q4,10,4,16042090,16042090,Nemipterus Spp,Nemipterus Spp,-
2017,Q3,9,12,TH,GB,"Southampton, P",GB,GB,TH,Thailand,GB,CVEDP,No,Human Consumption,704,640,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-10-04,2017,Q4,10,4,16042090,16042090,Nemipterus Spp,Nemipterus Spp,-
2017,Q3,9,12,TH,GB,"Southampton, P",GB,GB,TH,Thailand,GB,CVEDP,No,Human Consumption,704,640,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-10-04,2017,Q4,10,4,16042090,16042090,Nemipterus Spp,Nemipterus Spp,-
2017,Q3,9,12,TH,GB,"Southampton, P",GB,GB,TH,Thailand,GB,CVEDP,No,Human Consumption,704,640,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-10-04,2017,Q4,10,4,16042090,16042090,Nemipterus Spp,Nemipterus Spp,-
2017,Q3,9,12,TH,GB,"Southampton, P",GB,GB,TH,Thailand,GB,CVEDP,No,Human Consumption,671,610,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-10-04,2017,Q4,10,4,16042090,16042090,Nemipterus Spp,Nemipterus Spp,-
2017,Q3,9,12,TH,GB,"Southampton, P",GB,GB,TH,Thailand,GB,CVEDP,No,Human Consumption,2090,1900,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-10-04,2017,Q4,10,4,16042090,16042090,Nemipterus Spp,Nemipterus Spp,-
2017,Q3,9,12,TH,GB,"Southampton, P",GB,GB,TH,Thailand,GB,CVEDP,No,Human Consumption,1408,1280,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-10-04,2017,Q4,10,4,16042090,16042090,Nemipterus Spp,Nemipterus Spp,-
2017,Q3,9,12,TH,GB,"Southampton, P",GB,GB,TH,Thailand,GB,CVEDP,No,Human Consumption,1408,1280,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-10-04,2017,Q4,10,4,16042090,16042090,Nemipterus Spp,Nemipterus Spp,-
2017,Q3,9,12,CN,GB,"Felixstowe, P",GB,GB,CN,China,GB,CVEDP,No,Human Consumption,107800,101500,/,/,Satisfactory,Satisfactory,Satisfactory,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-10-03,2017,Q4,10,3,4090000,4090000,Apis Melifera,Apis Melifera,-
2017,Q3,9,12,CN,GB,Liverpool,GB,GB,CN,China,GB,CVEDP,No,Animal Feedingstuff,7598,4672,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,Acceptable,/,/,/,-,/,/,Animal Feedingstuff,-,-,-,2017-10-05,2017,Q4,10,5,230910,230910|42050090,Ungulates,Artiodactyla - Suidae|Ungulates,-
2017,Q3,9,12,CN,GB,Liverpool,GB,GB,CN,China,GB,CVEDP,No,Animal Feedingstuff,7598,4672,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,Acceptable,/,/,/,-,/,/,Animal Feedingstuff,-,-,-,2017-10-05,2017,Q4,10,5,42050090,230910|42050090,Artiodactyla - Suidae,Artiodactyla - Suidae|Ungulates,-
2017,Q3,9,12,CN,GB,Liverpool,GB,GB,CN,China,GB,CVEDP,No,Animal Feedingstuff,7707,4672,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,Acceptable,/,/,/,-,/,/,Animal Feedingstuff,-,-,-,2017-10-05,2017,Q4,10,5,230910,230910|42050090,Ungulates,Artiodactyla - Suidae|Ungulates,-
2017,Q3,9,12,CN,GB,Liverpool,GB,GB,CN,China,GB,CVEDP,No,Animal Feedingstuff,7707,4672,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,Acceptable,/,/,/,-,/,/,Animal Feedingstuff,-,-,-,2017-10-05,2017,Q4,10,5,42050090,230910|42050090,Artiodactyla - Suidae,Artiodactyla - Suidae|Ungulates,-
2017,Q3,9,13,TH,GB,Liverpool,GB,GB,TH,Thailand,GB,CVEDP,No,Animal Feedingstuff,542.5,420,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,Acceptable,/,/,/,-,/,/,Animal Feedingstuff,-,-,-,2017-10-05,2017,Q4,10,5,230910,230910,Aves,Aves,-
2017,Q3,9,13,BR,GB,London Gateway,AT,AT,BR,Brazil,GB,CVEDP,No,Human Consumption,21924,21000,/,/,Satisfactory,Satisfactory,Satisfactory,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-10-05,2017,Q4,10,5,2109939,2109939,Aves,Aves,-
2017,Q3,9,13,TH,GB,"Felixstowe, P",GB,GB,TH,Thailand,GB,CVEDP,No,Human Consumption,19469.4,17794,/,/,Satisfactory,Satisfactory,Satisfactory,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-10-03,2017,Q4,10,3,160232,160232,Aves,Aves,-
2017,Q3,9,13,TH,GB,"Felixstowe, P",GB,GB,TH,Thailand,GB,CVEDP,No,Human Consumption,15868,15200,/,/,Satisfactory,Satisfactory,Satisfactory,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-10-01,2017,Q4,10,1,160232,160232,Aves,Aves,-
2017,Q3,9,13,TH,GB,"Felixstowe, P",GB,GB,TH,Thailand,GB,CVEDP,No,Human Consumption,17544.44,15800,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-10-03,2017,Q4,10,3,160232,160232,Aves,Aves,-
2017,Q3,9,13,TH,GB,"Felixstowe, P",GB,GB,TH,Thailand,GB,CVEDP,No,Human Consumption,20860,20000,/,/,Satisfactory,Satisfactory,Satisfactory,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-10-01,2017,Q4,10,1,160232,160232,Aves,Aves,-
2017,Q3,9,13,TH,GB,"Felixstowe, P",GB,GB,TH,Thailand,GB,CVEDP,No,Human Consumption,20830,20000,/,/,Satisfactory,Satisfactory,Satisfactory,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-10-01,2017,Q4,10,1,160232,160232,Aves,Aves,-
2017,Q3,9,13,TH,GB,"Felixstowe, P",GB,GB,TH,Thailand,GB,CVEDP,No,Human Consumption,20387.8,19600,/,/,Satisfactory,Satisfactory,Satisfactory,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-10-01,2017,Q4,10,1,160232,160232,Aves,Aves,-
2017,Q3,9,13,VN,GB,"Felixstowe, P",GB,GB,VN,Viet Nam,GB,CVEDP,No,Human Consumption,8175,6570,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-10-03,2017,Q4,10,3,3061792,3061792,Penaeus (Litopenaeus) Vannamei,Penaeus (Litopenaeus) Vannamei,-
2017,Q3,9,13,VN,GB,"Felixstowe, P",GB,GB,VN,Viet Nam,GB,CVEDP,No,Human Consumption,11162.4,8395.5,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-10-03,2017,Q4,10,3,3061792,03061792|16052190,Penaeus (Litopenaeus) Vannamei,Penaeus (Litopenaeus) Vannamei|Penaeus Vannamei,-
2017,Q3,9,13,VN,GB,"Felixstowe, P",GB,GB,VN,Viet Nam,GB,CVEDP,No,Human Consumption,11162.4,8395.5,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-10-03,2017,Q4,10,3,16052190,03061792|16052190,Penaeus Vannamei,Penaeus (Litopenaeus) Vannamei|Penaeus Vannamei,-
2017,Q3,9,13,VN,GB,"Felixstowe, P",GB,GB,VN,Viet Nam,GB,CVEDP,No,Human Consumption,14494,11820,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-10-03,2017,Q4,10,3,16052190,16052190,Penaeus Vannamei,Penaeus Vannamei,-
2017,Q3,9,13,VN,GB,"Felixstowe, P",GB,GB,VN,Viet Nam,GB,CVEDP,No,Human Consumption,3630,3000,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-10-03,2017,Q4,10,3,3061792,3061792,Penaeus (Litopenaeus) Vannamei,Penaeus (Litopenaeus) Vannamei,-
2017,Q3,9,13,BR,GB,London Gateway,IE,IE,BR,Brazil,GB,CVEDP,No,Human Consumption,21248.64,20160,/,/,Satisfactory,Satisfactory,Satisfactory,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-10-04,2017,Q4,10,4,160232,160232,Aves,Aves,-
2017,Q3,9,13,TH,GB,"Felixstowe, P",GB,GB,TH,Thailand,GB,CVEDP,No,Human Consumption,2314.4,1666.37,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-10-02,2017,Q4,10,2,16052110,16052110,Penaeus Vannamei,Penaeus Vannamei,-
2017,Q3,9,13,TH,GB,"Felixstowe, P",GB,GB,TH,Thailand,GB,CVEDP,No,Human Consumption,9315.2,7384,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-10-02,2017,Q4,10,2,16052110,16052110,Penaeus Vannamei,Penaeus Vannamei,-
